supplier_name,address,country,state,city,postal_code,owner_company
"ALBATROS CO., LTD.","HIGH TECH INDUSTRIAL PARK, LINJIANG XIAOSHAN, 311228, HANGZHOU",China,Zhejiang,Hangzhou,311228.0,H&M
"GUANGDONG DERUN TEXTILE CO.,LTD","8&10 HUAFA ROAD, RONGGUI HT INDUSTRIAL, DEVELOPMENT ZONE,SHUN DE, 528306, FOSHAN",China,Guangdong,Foshan,528306.0,H&M
"TIANHAI LACE CO., LTD","NO.213, LIAN GUANG ROAD,EASTERN SECTION, ECONOMIC & TECHNOLOGICAL DEVELOPMENT, DISTRICT, 510760, GUANGZHOU",China,Guangdong,Guangzhou,510760.0,H&M
"MAKALOT INDUSTRIAL CO.,LTD","11,EAST OF GANGZHOU ROAD, XINHUI DISTRICT,, 529100, JIANGMEN",China,Guangdong,Jiangmen,529100.0,H&M
"MAKALOT INDUSTRIAL CO.,LTD","BIANSHAZUI, GUANTIAN, SHANJIANG TOWN, XINHUI DISTRICT,, SHANJIANG TOWN, XINHUI DISTRICT,, 529142, JIANGMEN",China,Guangdong,Jiangmen,529142.0,H&M
"MAKALOT INDUSTRIAL CO.,LTD","8&10 HUAFA ROAD, RONGGUI HT INDUSTRIAL, DEVELOPMENT ZONE,SHUN DE, 528306, FOSHAN",China,Guangdong,Foshan,528306.0,H&M
ARVIND LIMITED,"NO. 63/9, DODDATHOGUR, BEGUR ELECTRONIC CITY, 560100, BANGALORE",India,Karnataka,Bangalore,560100.0,H&M
ARVIND LIMITED,"NO 86, KL INDUSTRIAL SUBURB,, 2ND STAGE,  YASHWANTPUR,, 560022, BANGALORE",India,Karnataka,Bangalore,560022.0,H&M
ARVIND LIMITED,"26/2 & 27/2, KENCHANAHALLI, MYSORE ROAD,, 560059, BANGALORE",India,Karnataka,Bangalore,560059.0,H&M
ARVIND LIMITED,"184-194,277, DEPZ, SAVAR, 1349, DHAKA",Bangladesh,Dhaka,Dhaka,1349.0,H&M
ARVIND LIMITED,"NO. 12, 4TH CROSS, BOMMASANDRA INDUSTRIAL AREA,, HOSUR ROAD, 560099, BANGALORE",India,Karnataka,Bangalore,560099.0,H&M
ARVIND LIMITED,"NO. 50 B & C, SURVEY NO 299, PHASE-1,BOMMASANDRA INDUSTRIAL AREA, 560099, BANGALORE",India,Karnataka,Bangalore,560099.0,H&M
WUXI SHILEAD,"DONGFANGQIAO VILLAGE, XIBEI TOWN,  XISHAN DISTRICT, 214193, WUXI",China,Jiangsu,Wuxi,214193.0,H&M
"SIRIS (GANGLONG) KNITTING CO.,LTD","BEIQI ROAD, MA'AN TOWN, KEQIAO, 312074, SHAOXING",China,Zhejiang,Shaoxing,312074.0,H&M
BONDEX TEXTILES LTD.,"NO.288 TIANZIWEI ROAD, 313000, HANGZHOU",China,Zhejiang,Hangzhou,313000.0,H&M
JIANGSU HONGDOU INDUSTRIAL CO LTD,"NORTH HEALTH ROAD, DONGGANG TOWN, XISHAN DISTRICT, 214000, WUXI",China,Jiangsu,Wuxi,214000.0,H&M
JIANGSU HONGDOU INDUSTRIAL CO LTD,"NO.11, MEIDONG RD. DANGWAN COUNTY,, XIAOSHAN, 311200, HANGZHOU",China,Zhejiang,Hangzhou,311200.0,H&M
JIANGSU HONGDOU INDUSTRIAL CO LTD,"WUBAO INDUSTRIAL ZONE, , HONGSHAN TOWN, SHISHI CITY, 362700, SHISHI",China,Fujian,Shishi,362700.0,H&M
JIANGSU HONGDOU INDUSTRIAL CO LTD,"NO.8 JINGYANG ROAD, , TIANNING DEVELOPMENT ZONE, 213000, CHANGZHOU",China,Zhejiang,Hangzhou,213000.0,H&M
JIANGSU HONGDOU INDUSTRIAL CO LTD,"HIGH TECH INDUSTRIAL PARK, LINJIANG XIAOSHAN, 311228, HANGZHOU",China,Zhejiang,Hangzhou,311228.0,H&M
JIANGSU HONGDOU INDUSTRIAL CO LTD,"NO.69 YANGZHOU ROAD, ECONOMIC DEVELOPMENT ZONE, JIANGYAN,, 225500, TAIZHOU",China,Jiangsu,Taizhou,225500.0,H&M
JIANGSU HONGDOU INDUSTRIAL CO LTD,"NIJIAXIANG VILLAGE ZHOUZHUANG TOWN, JIANGYIN, WUXI, 214423, WUXI",China,Jiangsu,Wuxi,214423.0,H&M
"JIANGYIN BENDA GARMENT CO., LTD.","SOUTHWEST OF SHUNLI BUILDING, WEST SECOND RING ROAD, SHENGZE TOWN, WUJIANG, 215228, SUZHOU",China,Jiangsu,Suzhou,215228.0,H&M
"JIANGSU XINFANG SCIENCE & TECHNOLOGY GROUP CO., LTD.","NO. 888, HAIBA ROAD, DAXIN TOWN, , 215600, SUZHOU",China,Jiangsu,Suzhou,215600.0,H&M
"ZHANGJIAGANG AOYANG WOOLEN FABRIC CO., LTD.","HUAXI 5TH VILLAGE,HUASHI TOWN, 214420, WUXI",China,Jiangsu,Wuxi,214420.0,H&M
"YOUNG TEXTILE CO., LTD.","HIGH TECH INDUSTRIAL PARK, LINJIANG XIAOSHAN, 311228, HANGZHOU",China,Zhejiang,Hangzhou,311228.0,H&M
"JIAFANG INTERNATIONAL TEXTILE (WUXI) CO., LTD.","NIJIAXIANG VILLAGE ZHOUZHUANG TOWN, JIANGYIN, WUXI, 214423, WUXI",China,Jiangsu,Wuxi,214423.0,H&M
"JIAFANG INTERNATIONAL TEXTILE (WUXI) CO., LTD.","DOUMEN VILLAGE, SHITANGWAN, LUOSHE TOWN, HUISHAN DISTRICT, 214185, WUXI",China,Jiangsu,Wuxi,214185.0,H&M
"JIAFANG INTERNATIONAL TEXTILE (WUXI) CO., LTD.","NO.10 TUANJIE MIDDLE ROAD, XISHAN ECONOMIC AND TECHNOLOGICAL, DEVELOPMENT ZONE, 214101, WUXI",China,Jiangsu,Wuxi,214101.0,H&M
SUZHOU UNITEDTEX ENTERPRISE LTD.,"NO.2 YONGHONG ROAD, DANGWAN TOWN, XIAOSHAN, 311221, HANGZHOU",China,Zhejiang,Hangzhou,311221.0,H&M
SUZHOU UNITEDTEX ENTERPRISE LTD.,"NO.11, MEIDONG RD. DANGWAN COUNTY,, XIAOSHAN, 311200, HANGZHOU",China,Zhejiang,Hangzhou,311200.0,H&M
SUZHOU UNITEDTEX ENTERPRISE LTD.,"NO.2 TANGWANG RD, TANGQI TOWN, YUHANG DISTRICT, 311106, HANGZHOU",China,Zhejiang,Hangzhou,311106.0,H&M
SUZHOU UNITEDTEX ENTERPRISE LTD.,"BINHAI INDUSTRIAL ZONE, SHAOXING, 312000",China,Zhejiang,Shaoxing,312000.0,H&M
SUZHOU UNITEDTEX ENTERPRISE LTD.,"5988 XINGBIN ROAD, , BINHAI INDUSTRIAL ZONE, KEQIAO DISTRICT, 312030, SHAOXING",China,Zhejiang,Shaoxing,5988.0,H&M
SUZHOU UNITEDTEX ENTERPRISE LTD.,"NO 511#, ZHUJIANG RD, FENGQIAO TOWN,GAOXIN DISTRICT, 201101, SUZHOU",China,Jiangsu,Suzhou,201101.0,H&M
SUZHOU UNITEDTEX ENTERPRISE LTD.,"NEW 2ND COUNTY,MAAN TOWN, BINGHAI INDUSTRY PARK, KEQIAO DIST., 312000, SHAOXING",China,Zhejiang,Shaoxing,312000.0,H&M
SUZHOU UNITEDTEX ENTERPRISE LTD.,"MINWEI VILLAGE, YINONGTOWN, XIAOSHAN DIST., 311247, HANGZHOU",China,Zhejiang,Hangzhou,311247.0,H&M
SUZHOU UNITEDTEX ENTERPRISE LTD.,"NO.333 E ZHOU NORTH ROAD, HE QIAO TOWN,YIXIN CITY, 234234, WUXI",China,Jiangsu,Wuxi,234234.0,H&M
SHANGHAI SKYTEX INCORPORATED COMPANY,"MINWEI VILLAGE, YINONGTOWN, XIAOSHAN DIST., 311247, HANGZHOU",China,Zhejiang,Hangzhou,311247.0,H&M
SHANGHAI SKYTEX INCORPORATED COMPANY,"HIGH TECH INDUSTRIAL PARK, LINJIANG XIAOSHAN, 311228, HANGZHOU",China,Zhejiang,Hangzhou,311228.0,H&M
SHANGHAI SKYTEX INCORPORATED COMPANY,"NO.88 HAIRUN ROAD, TAOYUAN TOWN, WUJIANG CITY, 051200, ",China,Jiangsu,Suzhou,51200.0,H&M
SHANGHAI SKYTEX INCORPORATED COMPANY,"NIJIAXIANG VILLAGE ZHOUZHUANG TOWN, JIANGYIN, WUXI, 214423, WUXI",China,Jiangsu,Wuxi,214423.0,H&M
SHANGHAI SKYTEX INCORPORATED COMPANY,"NO.11, MEIDONG RD. DANGWAN COUNTY,, XIAOSHAN, 311200, HANGZHOU",China,Zhejiang,Hangzhou,311200.0,H&M
SHANGHAI SKYTEX INCORPORATED COMPANY,"NO.2 YONGHONG ROAD, DANGWAN TOWN, XIAOSHAN, 311221, HANGZHOU",China,Zhejiang,Hangzhou,311221.0,H&M
"ZHEJIANG HUIMING JACQUARD WEAVING CO., LTD.","NO. 6088, XINGBIN ROAD, BINHAI INDUSTRIAL ZONE, KEQIAO DISTRICT, 312073, SHAOXING",China,Zhejiang,Shaoxing,6088.0,H&M
"ZHEJIANG HUIMING JACQUARD WEAVING CO., LTD.","NORTH ELEVENTH RD., BINHAI INDUSTRIAL ZONE, KEQIAO DISTRICT, 312000, SHAOXING",China,Zhejiang,Shaoxing,312000.0,H&M
"ZHEJIANG HUIMING JACQUARD WEAVING CO., LTD.","MINWEI VILLAGE, YINONGTOWN, XIAOSHAN DIST., 311247, HANGZHOU",China,Zhejiang,Hangzhou,311247.0,H&M
"ZHEJIANG HUIMING JACQUARD WEAVING CO., LTD.","NO.2 YONGHONG ROAD, DANGWAN TOWN, XIAOSHAN, 311221, HANGZHOU",China,Zhejiang,Hangzhou,311221.0,H&M
"ZHEJIANG HUIMING JACQUARD WEAVING CO., LTD.","NO.11, MEIDONG RD. DANGWAN COUNTY,, XIAOSHAN, 311200, HANGZHOU",China,Zhejiang,Hangzhou,311200.0,H&M
VERTEX WEAR LTD.,"NO.68 XI'ERHUAN ROAD, SHENGZE TOWN,WUJIANG DISTRICT, 215228, SUZHOU",China,Jiangsu,Suzhou,215228.0,H&M
VERTEX WEAR LTD.,"SHIRIR CHALA, P.O. BHABANIPUR, PS. JAYDEVPUR, 1704, GAZIPUR",Bangladesh,Dhaka,Gazipur,1704.0,H&M
VERTEX WEAR LTD.,"VARARI, TETULJHORA, RAJFULBARIA, HEMAYETPUR, SAVAR, 1340, DHAKA",Bangladesh,Dhaka,Dhaka,1340.0,H&M
VERTEX WEAR LTD.,"DEPZ ROAD, PLOT # 93-96, 98-100, 109-112, SOUTH CHINA BDFL, SAVAR, 1349, DHAKA",Bangladesh,Dhaka,Dhaka,1349.0,H&M
VERTEX WEAR LTD.,"GILAR CHALA, SRIPUR, 1741, GAZIPUR",Bangladesh,Dhaka,Gazipur,1741.0,H&M
VERTEX WEAR LTD.,"NO.11, MEIDONG RD. DANGWAN COUNTY,, XIAOSHAN, 311200, HANGZHOU",China,Zhejiang,Hangzhou,311200.0,H&M
VERTEX WEAR LTD.,"184-194,277, DEPZ, SAVAR, 1349, DHAKA",Bangladesh,Dhaka,Dhaka,1349.0,H&M
VERTEX WEAR LTD.,"NO.288 TIANZIWEI ROAD, 313000, HANGZHOU",China,Zhejiang,Hangzhou,313000.0,H&M
VERTEX WEAR LTD.,"WUBAO INDUSTRIAL ZONE, , HONGSHAN TOWN, SHISHI CITY, 362700, SHISHI",China,Fujian,Shishi,362700.0,H&M
VERTEX WEAR LTD.,"BHABANIPUR, ,KASEMPUR, 1212, GAZIPUR",Bangladesh,Dhaka,Gazipur,1212.0,H&M
VERTEX WEAR LTD.,"NO.8 JINGYANG ROAD, , TIANNING DEVELOPMENT ZONE, 213000, CHANGZHOU",China,Zhejiang,Hangzhou,213000.0,H&M
VERTEX WEAR LTD.,"HIGH TECH INDUSTRIAL PARK, LINJIANG XIAOSHAN, 311228, HANGZHOU",China,Zhejiang,Hangzhou,311228.0,H&M
VERTEX WEAR LTD.,"NO. 6088, XINGBIN ROAD, BINHAI INDUSTRIAL ZONE, KEQIAO DISTRICT, 312073, SHAOXING",China,Zhejiang,Shaoxing,6088.0,H&M
VERTEX WEAR LTD.,"NO.69 YANGZHOU ROAD, ECONOMIC DEVELOPMENT ZONE, JIANGYAN,, 225500, TAIZHOU",China,Jiangsu,Taizhou,225500.0,H&M
VERTEX WEAR LTD.,"DOUMEN VILLAGE, SHITANGWAN, LUOSHE TOWN, HUISHAN DISTRICT, 214185, WUXI",China,Jiangsu,Wuxi,214185.0,H&M
VERTEX WEAR LTD.,"ABOUT 280 METERS SOUTHEAST, KEHAI RD AND ZHI ER RD INTERSECTION, KEQIAO DISTRICT, 215228, SHAOXING",China,Zhejiang,Shaoxing,215228.0,H&M
"NINGBO QIJIE TEXTILE TECHNOLOGY  CO., LTD.","89, 90 HILL LOT, BINHAI INDUSTRIAL ZONE, KEQIAO DISTRICT, 312000, SHAOXING",China,Zhejiang,Shaoxing,312000.0,H&M
"LONG CHANG (PANYU PLANT) CO., LTD.","8&10 HUAFA ROAD, RONGGUI HT INDUSTRIAL, DEVELOPMENT ZONE,SHUN DE, 528306, FOSHAN",China,Guangdong,Foshan,528306.0,H&M
"LONG CHANG (PANYU PLANT) CO., LTD.","NO.213, LIAN GUANG ROAD,EASTERN SECTION, ECONOMIC & TECHNOLOGICAL DEVELOPMENT, DISTRICT, 510760, GUANGZHOU",China,Guangdong,Guangzhou,510760.0,H&M
"LONG CHANG (PANYU PLANT) CO., LTD.","BIANSHAZUI, GUANTIAN, SHANJIANG TOWN, XINHUI DISTRICT,, SHANJIANG TOWN, XINHUI DISTRICT,, 529142, JIANGMEN",China,Guangdong,Jiangmen,529142.0,H&M
"XINHUI XINJIN TEXTILE CO., LTD.","11,EAST OF GANGZHOU ROAD, XINHUI DISTRICT,, 529100, JIANGMEN",China,Guangdong,Jiangmen,529100.0,H&M
WYNVAYE GROUP LTD.,"NO.288 TIANZIWEI ROAD, 313000, HANGZHOU",China,Zhejiang,Hangzhou,313000.0,H&M
WYNVAYE GROUP LTD.,"NO. 2 SHUANGXIANG ROAD., GUABU TOWN, LIUHE DISTRICT, NANJING, CHINA, 211511, NANJING",China,Jiangsu,Nanjing,211511.0,H&M
WYNVAYE GROUP LTD.,"NIJIAXIANG VILLAGE ZHOUZHUANG TOWN, JIANGYIN, WUXI, 214423, WUXI",China,Jiangsu,Wuxi,214423.0,H&M
WYNVAYE GROUP LTD.,"NO.333 E ZHOU NORTH ROAD, HE QIAO TOWN,YIXIN CITY, 234234, WUXI",China,Jiangsu,Wuxi,234234.0,H&M
INTERLOOP LTD.,"8-KM MANGA RAIWIND ROAD, RAIWIND, 54600, LAHORE",Pakistan,Punjab,Lahore,54600.0,H&M
INDIAN DESIGNS EXPORTS PVT LTD,"PLOT NO.243,243A,6TH MAIN, PEENYA INDUSTRIAL AREA, PHASE -3, 560058, BANGALORE",India,Karnataka,Bangalore,560058.0,H&M
INDIAN DESIGNS EXPORTS PVT LTD,"24 GUDIMAVU VILLAGE KUMBALAGODU, KENGERI HOBLI MYSORE ROAD, BANGALORE 74, 560074, BANGALORE",India,Karnataka,Bangalore,560074.0,H&M
INDIAN DESIGNS EXPORTS PVT LTD,"C6,7,8/1, 11, SITE  C ,, SURAJPUR INDUSTRIAL AREA, GAUTAM BUDDH NAGAR, 201308, GREATER NOIDA",India,Uttar Pradesh,Noida,201308.0,H&M
INDIAN DESIGNS EXPORTS PVT LTD,"AURO TEXTILE,, SAI ROAD BADDI, 173205, SOLAN",India,Himachal Pradesh,Baddi,173205.0,H&M
INDIAN DESIGNS EXPORTS PVT LTD,"106/138, NAGAVARA VILLAGE, MAIN ROAD, KASABA HOBLI ,, 560045, BANGALORE",India,Karnataka,Bangalore,560045.0,H&M
INDIAN DESIGNS EXPORTS PVT LTD,"NO. 10, BEHIND LIDKAR QUARTERS, K.G. HALLI, 560045, BANGALORE",India,Karnataka,Bangalore,560045.0,H&M
"SHANGHAI WANHONG TEXTILE CO., LTD.","18 JINQIAO ROAD LUYUAN TANGQIAO , TOWN,ZHANGJIAGANG, 215611, SUZHOU",China,Jiangsu,Suzhou,215611.0,H&M
INTIMATE APPARELS LTD.,"NO.213, LIAN GUANG ROAD,EASTERN SECTION, ECONOMIC & TECHNOLOGICAL DEVELOPMENT, DISTRICT, 510760, GUANGZHOU",China,Guangdong,Guangzhou,510760.0,H&M
INTIMATE APPARELS LTD.,"8&10 HUAFA ROAD, RONGGUI HT INDUSTRIAL, DEVELOPMENT ZONE,SHUN DE, 528306, FOSHAN",China,Guangdong,Foshan,528306.0,H&M
INTIMATE APPARELS LTD.,"BIANSHAZUI, GUANTIAN, SHANJIANG TOWN, XINHUI DISTRICT,, SHANJIANG TOWN, XINHUI DISTRICT,, 529142, JIANGMEN",China,Guangdong,Jiangmen,529142.0,H&M
IRIS FABRICS LTD.,"NOORBAGH,, KALIAKOIR, 1751, GAZIPUR",Bangladesh,Dhaka,Gazipur,1751.0,H&M
IRIS FABRICS LTD.,"ASHULIA ROAD, HOLDING NO: 83, BLOCK - D,WARD NO: 3, DHOUR, NISHATNAGAR, TURAG, 1711, DHAKA",Bangladesh,Dhaka,Dhaka,1711.0,H&M
IRIS FABRICS LTD.,"JAMGARA, ASHULIA, SAVAR, 1340, DHAKA",Bangladesh,Dhaka,Dhaka,1340.0,H&M
IRIS FABRICS LTD.,"ZIRANI BAZAR, KASHIMPUR, 1349, GAZIPUR",Bangladesh,Dhaka,Gazipur,1349.0,H&M
IRIS FABRICS LTD.,"CHANDRA, PALLI BIDDUT, KALIAKOIR, 1750, GAZIPUR",Bangladesh,Dhaka,Gazipur,1750.0,H&M
IRIS FABRICS LTD.,"KABIRPUR, ASHULIA, SAVAR, 1340, DHAKA",Bangladesh,Dhaka,Dhaka,1340.0,H&M
IRIS FABRICS LTD.,"BOHERACHALA GILABERAEED, KEWA,SREEPUR, 1740, GAZIPUR",Bangladesh,Dhaka,Gazipur,1740.0,H&M
IRIS FABRICS LTD.,"NISHCHINTAPUR, ZIRABO, ASHULIA, SAVAR, DHAKA, 1341, DHAKA",Bangladesh,Dhaka,Dhaka,1341.0,H&M
IRIS FABRICS LTD.,"SARDAGONJ, GOBINDABARI, KASHIMPUR, 1702, GAZIPUR",Bangladesh,Dhaka,Gazipur,1702.0,H&M
IRIS FABRICS LTD.,"ORGANIZE SANAYI BOLGESI , GAZI OSMAN PASA, 3. CAD. NO:10 CERKEZKOY, 59500, TEKIRDAG",Turkey,Tekirdağ,Tekirdağ,59500.0,H&M
IRIS FABRICS LTD.,"GILAR CHALA, SRIPUR, 1741, GAZIPUR",Bangladesh,Dhaka,Gazipur,1741.0,H&M
IRIS FABRICS LTD.,"NAYAPARA, KASHIMPUR, 1701, GAZIPUR",Bangladesh,Dhaka,Gazipur,1701.0,H&M
SOUTH CHINA DYEING & BLEACHING LTD.,"DEPZ ROAD, PLOT # 93-96, 98-100, 109-112, SOUTH CHINA BDFL, SAVAR, 1349, DHAKA",Bangladesh,Dhaka,Dhaka,1349.0,H&M
PARAMOUNT TEXTILE INDUSTRUIES PVT. LTD.,"GILAR CHALA, SRIPUR, 1741, GAZIPUR",Bangladesh,Dhaka,Gazipur,1741.0,H&M
EVINCE TEXTILES LTD.,"SHIRIR CHALA, P.O. BHABANIPUR, PS. JAYDEVPUR, 1704, GAZIPUR",Bangladesh,Dhaka,Gazipur,1704.0,H&M
EVINCE TEXTILES LTD.,"BERAIDER CHALA; P.O: GILABERAID; P.S.:SRIPUR, GAZIPUR, 1742, GAZIPUR",Bangladesh,Dhaka,Gazipur,1742.0,H&M
SEJEE COMPANY LIMITED,"3-KM DEFENCE OFF RAIWIND ROAD, 53700, LAHORE",Pakistan,Punjab,Lahore,53700.0,H&M
SEJEE COMPANY LIMITED,"NO.69 YANGZHOU ROAD, ECONOMIC DEVELOPMENT ZONE, JIANGYAN,, 225500, TAIZHOU",China,Jiangsu,Taizhou,225500.0,H&M
SEJEE COMPANY LIMITED,"DOUMEN VILLAGE, SHITANGWAN, LUOSHE TOWN, HUISHAN DISTRICT, 214185, WUXI",China,Jiangsu,Wuxi,214185.0,H&M
SEJEE COMPANY LIMITED,"NO. 6088, XINGBIN ROAD, BINHAI INDUSTRIAL ZONE, KEQIAO DISTRICT, 312073, SHAOXING",China,Zhejiang,Shaoxing,6088.0,H&M
SEJEE COMPANY LIMITED,"LIAN XING VILLAGE DONGGUAN STREET, SHANGYU DISTRICT, 343321, SHAOXING",China,Zhejiang,Shaoxing,343321.0,H&M
SEJEE COMPANY LIMITED,"HIGH TECH INDUSTRIAL PARK, LINJIANG XIAOSHAN, 311228, HANGZHOU",China,Zhejiang,Hangzhou,311228.0,H&M
SEJEE COMPANY LIMITED,"HUAXI 5TH VILLAGE,HUASHI TOWN, 214420, WUXI",China,Jiangsu,Wuxi,214420.0,H&M
SEJEE COMPANY LIMITED,"SHIRIR CHALA, P.O. BHABANIPUR, PS. JAYDEVPUR, 1704, GAZIPUR",Bangladesh,Dhaka,Gazipur,1704.0,H&M
SEJEE COMPANY LIMITED,"DEPZ ROAD, PLOT # 93-96, 98-100, 109-112, SOUTH CHINA BDFL, SAVAR, 1349, DHAKA",Bangladesh,Dhaka,Dhaka,1349.0,H&M
SEJEE COMPANY LIMITED,"D-100 KARAYOLU NO : 45/1, ERGENE 2 OSB, 59930, TEKIRDAG",Turkey,Tekirdağ,Tekirdağ,59930.0,H&M
SEJEE COMPANY LIMITED,"NO.11, MEIDONG RD. DANGWAN COUNTY,, XIAOSHAN, 311200, HANGZHOU",China,Zhejiang,Hangzhou,311200.0,H&M
SEJEE COMPANY LIMITED,"NO.8 JINGYANG ROAD, , TIANNING DEVELOPMENT ZONE, 213000, CHANGZHOU",China,Zhejiang,Hangzhou,213000.0,H&M
"CASA FASHION TEXTILE CO., LTD.","NO.68 XI'ERHUAN ROAD, SHENGZE TOWN,WUJIANG DISTRICT, 215228, SUZHOU",China,Jiangsu,Suzhou,215228.0,H&M
"CASA FASHION TEXTILE CO., LTD.","NEW 2ND COUNTY,MAAN TOWN, BINGHAI INDUSTRY PARK, KEQIAO DIST., 312000, SHAOXING",China,Zhejiang,Shaoxing,312000.0,H&M
"CASA FASHION TEXTILE CO., LTD.","HIGH TECH INDUSTRIAL PARK, LINJIANG XIAOSHAN, 311228, HANGZHOU",China,Zhejiang,Hangzhou,311228.0,H&M
"CASA FASHION TEXTILE CO., LTD.","5988 XINGBIN ROAD, , BINHAI INDUSTRIAL ZONE, KEQIAO DISTRICT, 312030, SHAOXING",China,Zhejiang,Shaoxing,5988.0,H&M
"CASA FASHION TEXTILE CO., LTD.","BINHAI INDUSTRIAL ZONE, SHAOXING, 312000",China,Zhejiang,Shaoxing,312000.0,H&M
SHIN SHIN APPARELS LTD,"DAG # RS 228, JL#73, GORAT,, EAST NORSHINGHAPUR ZIRABO, SAVAR, 1341, DHAKA",Bangladesh,Dhaka,Dhaka,1341.0,H&M
SHIN SHIN APPARELS LTD,"NO.8 JINGYANG ROAD, , TIANNING DEVELOPMENT ZONE, 213000, CHANGZHOU",China,Zhejiang,Hangzhou,213000.0,H&M
SHIN SHIN APPARELS LTD,"NO.20 KAIYUAN ROAD, DATANG INDUSTRIAL PARK, SANSHUI DISTRICT, 528143, FOSHAN",China,Guangdong,Foshan,528143.0,H&M
SHIN SHIN APPARELS LTD,"184-194,277, DEPZ, SAVAR, 1349, DHAKA",Bangladesh,Dhaka,Dhaka,1349.0,H&M
SHIN SHIN APPARELS LTD,"SHIRIR CHALA, P.O. BHABANIPUR, PS. JAYDEVPUR, 1704, GAZIPUR",Bangladesh,Dhaka,Gazipur,1704.0,H&M
SHIN SHIN APPARELS LTD,"DEPZ ROAD, PLOT # 93-96, 98-100, 109-112, SOUTH CHINA BDFL, SAVAR, 1349, DHAKA",Bangladesh,Dhaka,Dhaka,1349.0,H&M
SHIN SHIN APPARELS LTD,"GILAR CHALA, SRIPUR, 1741, GAZIPUR",Bangladesh,Dhaka,Gazipur,1741.0,H&M
SHIN SHIN APPARELS LTD,"PAGAR, TONGI, 1710, GAZIPUR",Bangladesh,Dhaka,Gazipur,1710.0,H&M
SHIN SHIN APPARELS LTD,"SARDAGANJ, KASHIMPUR, 1700, GAZIPUR",Bangladesh,Dhaka,Gazipur,1700.0,H&M
SHIN SHIN APPARELS LTD,"SARDAGONJ ROAD, SARDAGONJ, KASHIMPUR, 1349, GAZIPUR",Bangladesh,Dhaka,Gazipur,1349.0,H&M
SHIN SHIN APPARELS LTD,"SHI-140/1 CHANDPARA, 1704, GAZIPUR",Bangladesh,Dhaka,Gazipur,1704.0,H&M
SHIN SHIN APPARELS LTD,"NO.11, MEIDONG RD. DANGWAN COUNTY,, XIAOSHAN, 311200, HANGZHOU",China,Zhejiang,Hangzhou,311200.0,H&M
SHIN SHIN APPARELS LTD,"NAYAPARA, KASHIMPUR, 1701, GAZIPUR",Bangladesh,Dhaka,Gazipur,1701.0,H&M
SHIN SHIN APPARELS LTD,"3-KM DEFENCE OFF RAIWIND ROAD, 53700, LAHORE",Pakistan,Punjab,Lahore,53700.0,H&M
SHIN SHIN APPARELS LTD,"BERAIDER CHALA; P.O: GILABERAID; P.S.:SRIPUR, GAZIPUR, 1742, GAZIPUR",Bangladesh,Dhaka,Gazipur,1742.0,H&M
SHIN SHIN APPARELS LTD,"NACLASS 306- DEH JOREJI BIN QASIM, 75000, KARACHI",Pakistan,Sindh,Karachi,75000.0,H&M
SHIN SHIN APPARELS LTD,"MAWNA, SREEPUR, GAZIPUR, BANGLADESH, 1740, GAZIPUR",Bangladesh,Dhaka,Gazipur,1740.0,H&M
SHIN SHIN APPARELS LTD,"DAKKHIN, VANGNAHATI, SREEPUR, 1740, GAZIPUR",Bangladesh,Dhaka,Gazipur,1740.0,H&M
SHIN SHIN APPARELS LTD,"MAWNA, SREEPUR, 1740, GAZIPUR",Bangladesh,Dhaka,Gazipur,1740.0,H&M
SHIN SHIN APPARELS LTD,"NOAPARA , TARABO, RUPGONJ ,NARAYANG, DHAKA, BANGLADESH, 1360, NARAYANGONJ",Bangladesh,Dhaka,Dhaka,1360.0,H&M
GLOBAL MODE AND ACCESSORIES PVT. LTD.,"NO.8 JINGYANG ROAD, , TIANNING DEVELOPMENT ZONE, 213000, CHANGZHOU",China,Zhejiang,Hangzhou,213000.0,H&M
GLOBAL MODE AND ACCESSORIES PVT. LTD.,"AURO TEXTILE,, SAI ROAD BADDI, 173205, SOLAN",India,Himachal Pradesh,Baddi,173205.0,H&M
GLOBAL MODE AND ACCESSORIES PVT. LTD.,"C-54, SEC- 58, GAUTAM BUDDHA NAGAR, 201301, NOIDA",India,Uttar Pradesh,Noida,201301.0,H&M
GLOBAL MODE AND ACCESSORIES PVT. LTD.,"A 3, SECTOR 58, 201307, NOIDA",India,Uttar Pradesh,Noida,201307.0,H&M
GLOBAL MODE AND ACCESSORIES PVT. LTD.,"HIGH TECH INDUSTRIAL PARK, LINJIANG XIAOSHAN, 311228, HANGZHOU",China,Zhejiang,Hangzhou,311228.0,H&M
GLOBAL MODE AND ACCESSORIES PVT. LTD.,"C6,7,8/1, 11, SITE  C ,, SURAJPUR INDUSTRIAL AREA, GAUTAM BUDDH NAGAR, 201308, GREATER NOIDA",India,Uttar Pradesh,Noida,201308.0,H&M
GLOBAL MODE AND ACCESSORIES PVT. LTD.,"24 GUDIMAVU VILLAGE KUMBALAGODU, KENGERI HOBLI MYSORE ROAD, BANGALORE 74, 560074, BANGALORE",India,Karnataka,Bangalore,560074.0,H&M
GLOBAL MODE AND ACCESSORIES PVT. LTD.,"C 120, SECTOR 63, 201301, NOIDA",India,Uttar Pradesh,Noida,201301.0,H&M
GLOBAL MODE AND ACCESSORIES PVT. LTD.,"B-2, SECTOR 65 NOIDA, 201301, NOIDA",India,Uttar Pradesh,Noida,201301.0,H&M
